seed,rate,num_ways,cache_size,policy,dataset_Size,benchmark_name,predicted_misses
4,1024,512,512,CLAM,medium,nussinov,1381201
4,1024,512,512,CLAM,medium,durbin,73
4,1024,512,512,CLAM,medium,2mm,872783
4,1024,512,512,CLAM,medium,gramschmidt,354209
4,1024,512,512,CLAM,medium,3mm,1254336
4,1024,512,512,CLAM,medium,adi,1870701
4,1024,512,512,CLAM,medium,symm,590662
4,1024,512,512,CLAM,medium,syr2k,755604
4,1024,512,512,CLAM,medium,cholesky,591679
4,1024,512,512,CLAM,medium,atax,15236
4,1024,512,512,CLAM,medium,gemver,27147
4,1024,512,512,CLAM,medium,gemm,563376
4,1024,512,512,CLAM,medium,jacobi-2d,1510478
4,1024,512,512,CLAM,medium,jacobi-1d,4194
4,1024,512,512,CLAM,medium,mvt,21327
4,1024,512,512,CLAM,medium,heat-3d,1533292
4,1024,512,512,CLAM,medium,trmm,251913
4,1024,512,512,CLAM,medium,covariance,481296
4,1024,512,512,CLAM,medium,correlation,484371
4,1024,512,512,CLAM,medium,trisolv,4747
4,1024,512,512,CLAM,medium,ludcmp,1359889
4,1024,512,512,CLAM,medium,bicg,10890
4,1024,512,512,CLAM,medium,lu,1307326
4,1024,512,512,CLAM,medium,seidel-2d,974423
4,1024,512,512,CLAM,medium,gesummv,10335
4,1024,512,512,CLAM,medium,floyd-warshall,7665690
4,1024,512,512,CLAM,medium,doitgen,12867
5,64,512,512,CLAM,small,deriche,20668
5,64,512,512,CLAM,small,fdtd-2d,30149
5,64,512,512,CLAM,small,syrk,1132
5,64,512,512,CLAM,small,nussinov,35451
5,64,512,512,CLAM,small,durbin,37
5,64,512,512,CLAM,small,2mm,1367
5,64,512,512,CLAM,small,gramschmidt,1183
5,64,512,512,CLAM,small,3mm,2077
5,64,512,512,CLAM,small,adi,34165
5,64,512,512,CLAM,small,symm,1533
5,64,512,512,CLAM,small,syr2k,1778
5,64,512,512,CLAM,small,cholesky,1015
5,64,512,512,CLAM,small,atax,1148
5,64,512,512,CLAM,small,gemver,1571
5,64,512,512,CLAM,small,gemm,944
5,64,512,512,CLAM,small,jacobi-2d,41534
5,64,512,512,CLAM,small,jacobi-1d,274
5,64,512,512,CLAM,small,mvt,1036
5,64,512,512,CLAM,small,heat-3d,33463
5,64,512,512,CLAM,small,trmm,701
5,64,512,512,CLAM,small,covariance,1371
5,64,512,512,CLAM,small,correlation,1301
5,64,512,512,CLAM,small,trisolv,557
5,64,512,512,CLAM,small,ludcmp,1779
5,64,512,512,CLAM,small,bicg,1109
5,64,512,512,CLAM,small,lu,1437
5,64,512,512,CLAM,small,seidel-2d,22017
5,64,512,512,CLAM,small,gesummv,1276
5,64,512,512,CLAM,small,floyd-warshall,323248
5,64,512,512,CLAM,small,doitgen,1054
5,64,512,512,CLAM,medium,deriche,611892
5,64,512,512,CLAM,medium,fdtd-2d,1750742
5,64,512,512,CLAM,medium,syrk,293357
5,64,512,512,CLAM,medium,nussinov,1371671
5,64,512,512,CLAM,medium,durbin,66
5,64,512,512,CLAM,medium,2mm,837316
5,64,512,512,CLAM,medium,gramschmidt,368911
5,64,512,512,CLAM,medium,3mm,1300698
5,64,512,512,CLAM,medium,adi,1945827
5,64,512,512,CLAM,medium,symm,578649
5,64,512,512,CLAM,medium,syr2k,718836
5,64,512,512,CLAM,medium,cholesky,599797
5,64,512,512,CLAM,medium,atax,10004
5,64,512,512,CLAM,medium,gemver,32617
5,64,512,512,CLAM,medium,gemm,572113
5,64,512,512,CLAM,medium,jacobi-2d,1481929
5,64,512,512,CLAM,medium,jacobi-1d,480
5,64,512,512,CLAM,medium,mvt,22321
5,64,512,512,CLAM,medium,heat-3d,1515847
5,64,512,512,CLAM,medium,trmm,270401
5,64,512,512,CLAM,medium,covariance,478157
5,64,512,512,CLAM,medium,correlation,487593
5,64,512,512,CLAM,medium,trisolv,5461
5,64,512,512,CLAM,medium,ludcmp,1288084
5,64,512,512,CLAM,medium,bicg,11229
5,64,512,512,CLAM,medium,lu,1283569
5,64,512,512,CLAM,medium,seidel-2d,990878
5,64,512,512,CLAM,medium,gesummv,8562
5,64,512,512,CLAM,medium,floyd-warshall,7690378
5,64,512,512,CLAM,medium,doitgen,8582
5,128,512,512,CLAM,small,deriche,19106
5,128,512,512,CLAM,small,fdtd-2d,30273
5,128,512,512,CLAM,small,syrk,792
5,128,512,512,CLAM,small,nussinov,30703
5,128,512,512,CLAM,small,durbin,37
5,128,512,512,CLAM,small,2mm,1755
5,128,512,512,CLAM,small,gramschmidt,1191
5,128,512,512,CLAM,small,3mm,2941
5,128,512,512,CLAM,small,adi,32103
5,128,512,512,CLAM,small,symm,1708
5,128,512,512,CLAM,small,syr2k,2323
5,128,512,512,CLAM,small,cholesky,773
5,128,512,512,CLAM,small,atax,677
5,128,512,512,CLAM,small,gemver,1101
5,128,512,512,CLAM,small,gemm,914
5,128,512,512,CLAM,small,jacobi-2d,42217
5,128,512,512,CLAM,small,jacobi-1d,397
5,128,512,512,CLAM,small,mvt,1205
5,128,512,512,CLAM,small,heat-3d,35344
5,128,512,512,CLAM,small,trmm,776
5,128,512,512,CLAM,small,covariance,1598
5,128,512,512,CLAM,small,correlation,1606
5,128,512,512,CLAM,small,trisolv,649
5,128,512,512,CLAM,small,ludcmp,2031
5,128,512,512,CLAM,small,bicg,1048
5,128,512,512,CLAM,small,lu,1249
5,128,512,512,CLAM,small,seidel-2d,22315
5,128,512,512,CLAM,small,gesummv,1518
5,128,512,512,CLAM,small,floyd-warshall,324938
5,128,512,512,CLAM,small,doitgen,623
5,128,512,512,CLAM,medium,deriche,592591
5,128,512,512,CLAM,medium,fdtd-2d,1713598
5,128,512,512,CLAM,medium,syrk,294828
5,128,512,512,CLAM,medium,nussinov,1369477
5,128,512,512,CLAM,medium,durbin,66
5,128,512,512,CLAM,medium,2mm,837065
5,128,512,512,CLAM,medium,gramschmidt,382009
5,128,512,512,CLAM,medium,3mm,1278100
5,128,512,512,CLAM,medium,adi,1937578
5,128,512,512,CLAM,medium,symm,567339
5,128,512,512,CLAM,medium,syr2k,707698
5,128,512,512,CLAM,medium,cholesky,596458
5,128,512,512,CLAM,medium,atax,11444
5,128,512,512,CLAM,medium,gemver,29834
5,128,512,512,CLAM,medium,gemm,569054
5,128,512,512,CLAM,medium,jacobi-2d,1470747
5,128,512,512,CLAM,medium,jacobi-1d,798
5,128,512,512,CLAM,medium,mvt,21924
5,128,512,512,CLAM,medium,heat-3d,1486231
5,128,512,512,CLAM,medium,trmm,269632
5,128,512,512,CLAM,medium,covariance,493378
5,128,512,512,CLAM,medium,correlation,495581
5,128,512,512,CLAM,medium,trisolv,5305
5,128,512,512,CLAM,medium,ludcmp,1284980
5,128,512,512,CLAM,medium,bicg,9827
5,128,512,512,CLAM,medium,lu,1266854
5,128,512,512,CLAM,medium,seidel-2d,980532
5,128,512,512,CLAM,medium,gesummv,7093
5,128,512,512,CLAM,medium,floyd-warshall,7724275
5,128,512,512,CLAM,medium,doitgen,7223
5,256,512,512,CLAM,small,deriche,18289
5,256,512,512,CLAM,small,fdtd-2d,26795
5,256,512,512,CLAM,small,syrk,1770
5,256,512,512,CLAM,small,nussinov,36359
5,256,512,512,CLAM,small,durbin,37
5,256,512,512,CLAM,small,2mm,2138
5,256,512,512,CLAM,small,gramschmidt,2750
5,256,512,512,CLAM,small,3mm,3346
5,256,512,512,CLAM,small,adi,28705
5,256,512,512,CLAM,small,symm,1739
5,256,512,512,CLAM,small,syr2k,2097
5,256,512,512,CLAM,small,cholesky,1233
5,256,512,512,CLAM,small,atax,572
5,256,512,512,CLAM,small,gemver,1691
5,256,512,512,CLAM,small,gemm,1260
5,256,512,512,CLAM,small,jacobi-2d,42284
5,256,512,512,CLAM,small,jacobi-1d,497
5,256,512,512,CLAM,small,mvt,495
5,256,512,512,CLAM,small,heat-3d,30918
5,256,512,512,CLAM,small,trmm,187
5,256,512,512,CLAM,small,covariance,2056
5,256,512,512,CLAM,small,correlation,2078
5,256,512,512,CLAM,small,trisolv,624
5,256,512,512,CLAM,small,ludcmp,1506
5,256,512,512,CLAM,small,bicg,619
5,256,512,512,CLAM,small,lu,1241
5,256,512,512,CLAM,small,seidel-2d,24679
5,256,512,512,CLAM,small,gesummv,788
5,256,512,512,CLAM,small,floyd-warshall,321567
5,256,512,512,CLAM,small,doitgen,1071
5,256,512,512,CLAM,medium,deriche,596162
5,256,512,512,CLAM,medium,fdtd-2d,1720854
5,256,512,512,CLAM,medium,syrk,296343
5,256,512,512,CLAM,medium,nussinov,1376653
5,256,512,512,CLAM,medium,durbin,66
5,256,512,512,CLAM,medium,2mm,856780
5,256,512,512,CLAM,medium,gramschmidt,364366
5,256,512,512,CLAM,medium,3mm,1276294
5,256,512,512,CLAM,medium,adi,1951052
5,256,512,512,CLAM,medium,symm,554928
5,256,512,512,CLAM,medium,syr2k,721827
5,256,512,512,CLAM,medium,cholesky,595494
5,256,512,512,CLAM,medium,atax,10374
5,256,512,512,CLAM,medium,gemver,35683
5,256,512,512,CLAM,medium,gemm,571336
5,256,512,512,CLAM,medium,jacobi-2d,1470288
5,256,512,512,CLAM,medium,jacobi-1d,1387
5,256,512,512,CLAM,medium,mvt,22273
5,256,512,512,CLAM,medium,heat-3d,1509323
5,256,512,512,CLAM,medium,trmm,254023
5,256,512,512,CLAM,medium,covariance,477020
5,256,512,512,CLAM,medium,correlation,492719
5,256,512,512,CLAM,medium,trisolv,5161
5,256,512,512,CLAM,medium,ludcmp,1293204
5,256,512,512,CLAM,medium,bicg,12838
5,256,512,512,CLAM,medium,lu,1284219
5,256,512,512,CLAM,medium,seidel-2d,988034
5,256,512,512,CLAM,medium,gesummv,9914
5,256,512,512,CLAM,medium,floyd-warshall,7675943
5,256,512,512,CLAM,medium,doitgen,10331
5,512,512,512,CLAM,small,deriche,21116
5,512,512,512,CLAM,small,fdtd-2d,27606
5,512,512,512,CLAM,small,syrk,1679
5,512,512,512,CLAM,small,nussinov,33654
5,512,512,512,CLAM,small,durbin,37
5,512,512,512,CLAM,small,2mm,3954
5,512,512,512,CLAM,small,gramschmidt,2962
5,512,512,512,CLAM,small,3mm,3693
5,512,512,512,CLAM,small,adi,43741
5,512,512,512,CLAM,small,symm,2064
5,512,512,512,CLAM,small,syr2k,2903
5,512,512,512,CLAM,small,cholesky,1668
5,512,512,512,CLAM,small,atax,570
5,512,512,512,CLAM,small,gemver,3103
5,512,512,512,CLAM,small,gemm,1996
5,512,512,512,CLAM,small,jacobi-2d,36261
5,512,512,512,CLAM,small,jacobi-1d,849
5,512,512,512,CLAM,small,mvt,664
5,512,512,512,CLAM,small,heat-3d,37563
5,512,512,512,CLAM,small,trmm,139
5,512,512,512,CLAM,small,covariance,6563
5,512,512,512,CLAM,small,correlation,2987
5,512,512,512,CLAM,small,trisolv,624
5,512,512,512,CLAM,small,ludcmp,3136
5,512,512,512,CLAM,small,bicg,1489
5,512,512,512,CLAM,small,lu,2123
5,512,512,512,CLAM,small,seidel-2d,25136
5,512,512,512,CLAM,small,gesummv,1454
5,512,512,512,CLAM,small,floyd-warshall,327222
5,512,512,512,CLAM,small,doitgen,768
5,512,512,512,CLAM,medium,deriche,546152
5,512,512,512,CLAM,medium,fdtd-2d,1730150
5,512,512,512,CLAM,medium,syrk,302140
5,512,512,512,CLAM,medium,nussinov,1361774
5,512,512,512,CLAM,medium,durbin,66
5,512,512,512,CLAM,medium,2mm,830950
5,512,512,512,CLAM,medium,gramschmidt,354064
5,512,512,512,CLAM,medium,3mm,1318985
5,512,512,512,CLAM,medium,adi,1956449
5,512,512,512,CLAM,medium,symm,590475
5,512,512,512,CLAM,medium,syr2k,698521
5,512,512,512,CLAM,medium,cholesky,594173
5,512,512,512,CLAM,medium,atax,11658
5,512,512,512,CLAM,medium,gemver,26911
5,512,512,512,CLAM,medium,gemm,564772
5,512,512,512,CLAM,medium,jacobi-2d,1467441
5,512,512,512,CLAM,medium,jacobi-1d,2461
5,512,512,512,CLAM,medium,mvt,19687
5,512,512,512,CLAM,medium,heat-3d,1488431
5,512,512,512,CLAM,medium,trmm,259183
5,512,512,512,CLAM,medium,covariance,475746
5,512,512,512,CLAM,medium,correlation,511307
5,512,512,512,CLAM,medium,trisolv,5229
5,512,512,512,CLAM,medium,ludcmp,1250125
5,512,512,512,CLAM,medium,bicg,12126
5,512,512,512,CLAM,medium,lu,1274788
5,512,512,512,CLAM,medium,seidel-2d,987440
5,512,512,512,CLAM,medium,gesummv,7722
5,512,512,512,CLAM,medium,floyd-warshall,7759539
5,512,512,512,CLAM,medium,doitgen,8746
5,1024,512,512,CLAM,small,deriche,20016
5,1024,512,512,CLAM,small,fdtd-2d,33398
5,1024,512,512,CLAM,small,syrk,3785
5,1024,512,512,CLAM,small,nussinov,33374
5,1024,512,512,CLAM,small,durbin,37
5,1024,512,512,CLAM,small,2mm,5411
5,1024,512,512,CLAM,small,gramschmidt,3195
5,1024,512,512,CLAM,small,3mm,3334
5,1024,512,512,CLAM,small,adi,32723
5,1024,512,512,CLAM,small,symm,3887
5,1024,512,512,CLAM,small,syr2k,7440
5,1024,512,512,CLAM,small,cholesky,1984
5,1024,512,512,CLAM,small,atax,617
5,1024,512,512,CLAM,small,gemver,1668
5,1024,512,512,CLAM,small,gemm,3347
5,1024,512,512,CLAM,small,jacobi-2d,41779
5,1024,512,512,CLAM,small,jacobi-1d,849
5,1024,512,512,CLAM,small,mvt,1058
5,1024,512,512,CLAM,small,heat-3d,34811
5,1024,512,512,CLAM,small,trmm,87
5,1024,512,512,CLAM,small,covariance,4326
5,1024,512,512,CLAM,small,correlation,309
5,1024,512,512,CLAM,small,trisolv,624
5,1024,512,512,CLAM,small,ludcmp,1824
5,1024,512,512,CLAM,small,bicg,1564
5,1024,512,512,CLAM,small,lu,3527
5,1024,512,512,CLAM,small,seidel-2d,19242
5,1024,512,512,CLAM,small,gesummv,1478
5,1024,512,512,CLAM,small,floyd-warshall,328272
5,1024,512,512,CLAM,small,doitgen,951
5,1024,512,512,CLAM,medium,deriche,530787
5,1024,512,512,CLAM,medium,fdtd-2d,1745699
5,1024,512,512,CLAM,medium,syrk,300737
5,1024,512,512,CLAM,medium,nussinov,1384912
5,1024,512,512,CLAM,medium,durbin,66
5,1024,512,512,CLAM,medium,2mm,884440
5,1024,512,512,CLAM,medium,gramschmidt,384042
5,1024,512,512,CLAM,medium,3mm,1300319
5,1024,512,512,CLAM,medium,adi,1971714
5,1024,512,512,CLAM,medium,symm,563132
5,1024,512,512,CLAM,medium,syr2k,715322
5,1024,512,512,CLAM,medium,cholesky,594064
5,1024,512,512,CLAM,medium,atax,11151
5,1024,512,512,CLAM,medium,gemver,27872
5,1024,512,512,CLAM,medium,gemm,565751
5,1024,512,512,CLAM,medium,jacobi-2d,1481497
5,1024,512,512,CLAM,medium,jacobi-1d,3718
5,1024,512,512,CLAM,medium,mvt,26614
5,1024,512,512,CLAM,medium,heat-3d,1501749
5,1024,512,512,CLAM,medium,trmm,273304
5,1024,512,512,CLAM,medium,covariance,487398
5,1024,512,512,CLAM,medium,correlation,470895
5,1024,512,512,CLAM,medium,trisolv,5110
5,1024,512,512,CLAM,medium,ludcmp,1225948
5,1024,512,512,CLAM,medium,bicg,13192
5,1024,512,512,CLAM,medium,lu,1260856
5,1024,512,512,CLAM,medium,seidel-2d,979924
5,1024,512,512,CLAM,medium,gesummv,3819
5,1024,512,512,CLAM,medium,floyd-warshall,7761751
5,1024,512,512,CLAM,medium,doitgen,11827
1,64,128,128,CLAM,small,deriche,25113
1,64,128,128,CLAM,small,fdtd-2d,70974
1,64,128,128,CLAM,small,syrk,7645
1,64,128,128,CLAM,small,nussinov,72794
1,64,128,128,CLAM,small,durbin,26
1,64,128,128,CLAM,small,2mm,12426
1,64,128,128,CLAM,small,gramschmidt,15620
1,64,128,128,CLAM,small,3mm,25841
1,64,128,128,CLAM,small,adi,66274
1,64,128,128,CLAM,small,symm,19375
1,64,128,128,CLAM,small,syr2k,19281
1,64,128,128,CLAM,small,cholesky,15704
1,64,128,128,CLAM,small,atax,1175
1,64,128,128,CLAM,small,gemver,3161
1,64,128,128,CLAM,small,gemm,14674
1,64,128,128,CLAM,small,jacobi-2d,73620
1,64,128,128,CLAM,small,jacobi-1d,148
1,64,128,128,CLAM,small,mvt,1952
1,64,128,128,CLAM,small,heat-3d,65733
1,64,128,128,CLAM,small,trmm,8142
1,64,128,128,CLAM,small,covariance,171267
1,64,128,128,CLAM,small,correlation,164456
1,64,128,128,CLAM,small,trisolv,1149
1,64,128,128,CLAM,small,ludcmp,34454
1,64,128,128,CLAM,small,bicg,1720
1,64,128,128,CLAM,small,lu,33540
1,64,128,128,CLAM,small,seidel-2d,30789
1,64,128,128,CLAM,small,gesummv,1569
1,64,128,128,CLAM,small,floyd-warshall,343913
1,64,128,128,CLAM,small,doitgen,2341
1,64,128,128,CLAM,medium,deriche,1199421
1,64,128,128,CLAM,medium,fdtd-2d,2088878
1,64,128,128,CLAM,medium,syrk,2015111
1,64,128,128,CLAM,medium,nussinov,12928171
1,64,128,128,CLAM,medium,durbin,77
1,64,128,128,CLAM,medium,2mm,6661584
1,64,128,128,CLAM,medium,gramschmidt,15910684
1,64,128,128,CLAM,medium,3mm,10464531
1,64,128,128,CLAM,medium,adi,5953854
1,64,128,128,CLAM,medium,symm,5807966
1,64,128,128,CLAM,medium,syr2k,7661518
1,64,128,128,CLAM,medium,cholesky,698295
1,64,128,128,CLAM,medium,atax,15016
1,64,128,128,CLAM,medium,gemver,48300
1,64,128,128,CLAM,medium,gemm,671661
1,64,128,128,CLAM,medium,jacobi-2d,1547340
1,64,128,128,CLAM,medium,jacobi-1d,185
1,64,128,128,CLAM,medium,mvt,95806
1,64,128,128,CLAM,medium,heat-3d,2071541
1,64,128,128,CLAM,medium,trmm,4972129
1,64,128,128,CLAM,medium,covariance,11010805
1,64,128,128,CLAM,medium,correlation,10974353
1,64,128,128,CLAM,medium,trisolv,6658
1,64,128,128,CLAM,medium,ludcmp,10515655
1,64,128,128,CLAM,medium,bicg,15117
1,64,128,128,CLAM,medium,lu,10578581
1,64,128,128,CLAM,medium,seidel-2d,1012756
1,64,128,128,CLAM,medium,gesummv,9173
1,64,128,128,CLAM,medium,floyd-warshall,7768045
1,64,128,128,CLAM,medium,doitgen,304178
1,128,128,128,CLAM,small,deriche,24979
1,128,128,128,CLAM,small,fdtd-2d,72584
1,128,128,128,CLAM,small,syrk,5830
1,128,128,128,CLAM,small,nussinov,74379
1,128,128,128,CLAM,small,durbin,23
1,128,128,128,CLAM,small,2mm,11762
1,128,128,128,CLAM,small,gramschmidt,15931
1,128,128,128,CLAM,small,3mm,23934
1,128,128,128,CLAM,small,adi,67956
1,128,128,128,CLAM,small,symm,14731
1,128,128,128,CLAM,small,syr2k,23109
1,128,128,128,CLAM,small,cholesky,14768
1,128,128,128,CLAM,small,atax,1099
1,128,128,128,CLAM,small,gemver,2037
1,128,128,128,CLAM,small,gemm,18066
1,128,128,128,CLAM,small,jacobi-2d,73900
1,128,128,128,CLAM,small,jacobi-1d,19
1,128,128,128,CLAM,small,mvt,1707
1,128,128,128,CLAM,small,heat-3d,68974
1,128,128,128,CLAM,small,trmm,8760
1,128,128,128,CLAM,small,covariance,177147
1,128,128,128,CLAM,small,correlation,168442
1,128,128,128,CLAM,small,trisolv,650
1,128,128,128,CLAM,small,ludcmp,36111
1,128,128,128,CLAM,small,bicg,1735
1,128,128,128,CLAM,small,lu,32904
1,128,128,128,CLAM,small,seidel-2d,36484
1,128,128,128,CLAM,small,gesummv,388
1,128,128,128,CLAM,small,floyd-warshall,346089
1,128,128,128,CLAM,small,doitgen,2503
1,128,128,128,CLAM,medium,deriche,1181888
1,128,128,128,CLAM,medium,fdtd-2d,2069311
1,128,128,128,CLAM,medium,syrk,1945597
1,128,128,128,CLAM,medium,nussinov,12949013
1,128,128,128,CLAM,medium,durbin,77
1,128,128,128,CLAM,medium,2mm,6693252
1,128,128,128,CLAM,medium,gramschmidt,15878876
1,128,128,128,CLAM,medium,3mm,10399428
1,128,128,128,CLAM,medium,adi,5977970
1,128,128,128,CLAM,medium,symm,5775844
1,128,128,128,CLAM,medium,syr2k,7725169
1,128,128,128,CLAM,medium,cholesky,679740
1,128,128,128,CLAM,medium,atax,12544
1,128,128,128,CLAM,medium,gemver,51732
1,128,128,128,CLAM,medium,gemm,643163
1,128,128,128,CLAM,medium,jacobi-2d,1539995
1,128,128,128,CLAM,medium,jacobi-1d,54
1,128,128,128,CLAM,medium,mvt,87544
1,128,128,128,CLAM,medium,heat-3d,2039220
1,128,128,128,CLAM,medium,trmm,4994359
1,128,128,128,CLAM,medium,covariance,10923679
1,128,128,128,CLAM,medium,correlation,10941889
1,128,128,128,CLAM,medium,trisolv,7343
1,128,128,128,CLAM,medium,ludcmp,10534123
1,128,128,128,CLAM,medium,bicg,12118
1,128,128,128,CLAM,medium,lu,10699714
1,128,128,128,CLAM,medium,seidel-2d,1025231
1,128,128,128,CLAM,medium,gesummv,8211
1,128,128,128,CLAM,medium,floyd-warshall,7885270
1,128,128,128,CLAM,medium,doitgen,312682
1,256,128,128,CLAM,small,deriche,22574
1,256,128,128,CLAM,small,fdtd-2d,73548
1,256,128,128,CLAM,small,syrk,8159
1,256,128,128,CLAM,small,nussinov,73288
1,256,128,128,CLAM,small,durbin,22
1,256,128,128,CLAM,small,2mm,7907
1,256,128,128,CLAM,small,gramschmidt,13645
1,256,128,128,CLAM,small,3mm,16669
1,256,128,128,CLAM,small,adi,69224
1,256,128,128,CLAM,small,symm,16831
1,256,128,128,CLAM,small,syr2k,26126
1,256,128,128,CLAM,small,cholesky,15471
1,256,128,128,CLAM,small,atax,1096
1,256,128,128,CLAM,small,gemver,3968
1,256,128,128,CLAM,small,gemm,17464
1,256,128,128,CLAM,small,jacobi-2d,70627
1,256,128,128,CLAM,small,jacobi-1d,519
1,256,128,128,CLAM,small,mvt,1822
1,256,128,128,CLAM,small,heat-3d,66002
1,256,128,128,CLAM,small,trmm,6638
1,256,128,128,CLAM,small,covariance,156195
1,256,128,128,CLAM,small,correlation,165447
1,256,128,128,CLAM,small,trisolv,1354
1,256,128,128,CLAM,small,ludcmp,31251
1,256,128,128,CLAM,small,bicg,889
1,256,128,128,CLAM,small,lu,31270
1,256,128,128,CLAM,small,seidel-2d,29459
1,256,128,128,CLAM,small,gesummv,1050
1,256,128,128,CLAM,small,floyd-warshall,346089
1,256,128,128,CLAM,small,doitgen,2618
1,256,128,128,CLAM,medium,deriche,1138726
1,256,128,128,CLAM,medium,fdtd-2d,2105871
1,256,128,128,CLAM,medium,syrk,1882677
1,256,128,128,CLAM,medium,nussinov,12880597
1,256,128,128,CLAM,medium,durbin,76
1,256,128,128,CLAM,medium,2mm,6744713
1,256,128,128,CLAM,medium,gramschmidt,15712613
1,256,128,128,CLAM,medium,3mm,10327521
1,256,128,128,CLAM,medium,adi,5923243
1,256,128,128,CLAM,medium,symm,5801345
1,256,128,128,CLAM,medium,syr2k,7758318
1,256,128,128,CLAM,medium,cholesky,693702
1,256,128,128,CLAM,medium,atax,9620
1,256,128,128,CLAM,medium,gemver,40702
1,256,128,128,CLAM,medium,gemm,663131
1,256,128,128,CLAM,medium,jacobi-2d,1517191
1,256,128,128,CLAM,medium,jacobi-1d,53
1,256,128,128,CLAM,medium,mvt,98694
1,256,128,128,CLAM,medium,heat-3d,2070663
1,256,128,128,CLAM,medium,trmm,5028988
1,256,128,128,CLAM,medium,covariance,10896153
1,256,128,128,CLAM,medium,correlation,10890790
1,256,128,128,CLAM,medium,trisolv,6632
1,256,128,128,CLAM,medium,ludcmp,10531342
1,256,128,128,CLAM,medium,bicg,11868
1,256,128,128,CLAM,medium,lu,10660337
1,256,128,128,CLAM,medium,seidel-2d,965269
1,256,128,128,CLAM,medium,gesummv,8090
1,256,128,128,CLAM,medium,floyd-warshall,7805161
1,256,128,128,CLAM,medium,doitgen,301220
1,512,128,128,CLAM,small,deriche,20608
1,512,128,128,CLAM,small,fdtd-2d,65279
1,512,128,128,CLAM,small,syrk,7783
1,512,128,128,CLAM,small,nussinov,63621
1,512,128,128,CLAM,small,durbin,23
1,512,128,128,CLAM,small,2mm,14207
1,512,128,128,CLAM,small,gramschmidt,14508
1,512,128,128,CLAM,small,3mm,25412
1,512,128,128,CLAM,small,adi,61122
1,512,128,128,CLAM,small,symm,16471
1,512,128,128,CLAM,small,syr2k,19242
1,512,128,128,CLAM,small,cholesky,16864
1,512,128,128,CLAM,small,atax,1039
1,512,128,128,CLAM,small,gemver,1121
1,512,128,128,CLAM,small,gemm,13118
1,512,128,128,CLAM,small,jacobi-2d,75536
1,512,128,128,CLAM,small,jacobi-1d,19
1,512,128,128,CLAM,small,mvt,3727
1,512,128,128,CLAM,small,heat-3d,71916
1,512,128,128,CLAM,small,trmm,7293
1,512,128,128,CLAM,small,covariance,187528
1,512,128,128,CLAM,small,correlation,155614
1,512,128,128,CLAM,small,trisolv,731
1,512,128,128,CLAM,small,ludcmp,33124
1,512,128,128,CLAM,small,bicg,81
1,512,128,128,CLAM,small,lu,32133
1,512,128,128,CLAM,small,seidel-2d,25178
1,512,128,128,CLAM,small,gesummv,942
1,512,128,128,CLAM,small,floyd-warshall,358889
1,512,128,128,CLAM,small,doitgen,2119
1,512,128,128,CLAM,medium,deriche,1118200
1,512,128,128,CLAM,medium,fdtd-2d,2057930
1,512,128,128,CLAM,medium,syrk,1983545
1,512,128,128,CLAM,medium,nussinov,12739346
1,512,128,128,CLAM,medium,durbin,74
1,512,128,128,CLAM,medium,2mm,6630165
1,512,128,128,CLAM,medium,gramschmidt,15767457
1,512,128,128,CLAM,medium,3mm,10370750
1,512,128,128,CLAM,medium,adi,5904074
1,512,128,128,CLAM,medium,symm,5748007
1,512,128,128,CLAM,medium,syr2k,7668456
1,512,128,128,CLAM,medium,cholesky,687986
1,512,128,128,CLAM,medium,atax,13158
1,512,128,128,CLAM,medium,gemver,54494
1,512,128,128,CLAM,medium,gemm,634708
1,512,128,128,CLAM,medium,jacobi-2d,1534084
1,512,128,128,CLAM,medium,jacobi-1d,1059
1,512,128,128,CLAM,medium,mvt,84733
1,512,128,128,CLAM,medium,heat-3d,2048661
1,512,128,128,CLAM,medium,trmm,5011211
1,512,128,128,CLAM,medium,covariance,10893777
1,512,128,128,CLAM,medium,correlation,10831191
1,512,128,128,CLAM,medium,trisolv,6737
1,512,128,128,CLAM,medium,ludcmp,10383571
1,512,128,128,CLAM,medium,bicg,12089
1,512,128,128,CLAM,medium,lu,10562923
1,512,128,128,CLAM,medium,seidel-2d,971361
1,512,128,128,CLAM,medium,gesummv,6341
1,512,128,128,CLAM,medium,floyd-warshall,7738327
1,512,128,128,CLAM,medium,doitgen,308854
1,1024,128,128,CLAM,small,deriche,19573
1,1024,128,128,CLAM,small,fdtd-2d,60006
1,1024,128,128,CLAM,small,syrk,11998
1,1024,128,128,CLAM,small,nussinov,86640
1,1024,128,128,CLAM,small,durbin,19
1,1024,128,128,CLAM,small,2mm,8495
1,1024,128,128,CLAM,small,gramschmidt,19182
1,1024,128,128,CLAM,small,3mm,25367
1,1024,128,128,CLAM,small,adi,71606
1,1024,128,128,CLAM,small,symm,15223
1,1024,128,128,CLAM,small,syr2k,22454
1,1024,128,128,CLAM,small,cholesky,19157
1,1024,128,128,CLAM,small,atax,47
1,1024,128,128,CLAM,small,gemver,3731
1,1024,128,128,CLAM,small,gemm,21187
1,1024,128,128,CLAM,small,jacobi-2d,72259
1,1024,128,128,CLAM,small,jacobi-1d,18
1,1024,128,128,CLAM,small,mvt,56
1,1024,128,128,CLAM,small,heat-3d,57124
1,1024,128,128,CLAM,small,trmm,6171
1,1024,128,128,CLAM,small,covariance,175203
